698,2024-02-19 18:11:44,-209247175
699,2024-02-19 18:12:14,-209613530
700,2024-02-19 18:12:34,-209817043
701,2024-02-19 18:13:16,-210320651
702,2024-02-19 18:13:21,-210371725
703,2024-02-19 18:13:40,-210609810
704,2024-02-19 18:14:21,-211097176
705,2024-02-19 18:14:27,-211173671
706,2024-02-19 18:16:07,-212393447
707,2024-02-19 18:16:38,-212769482
708,2024-02-19 18:16:41,-212796578
709,2024-02-19 18:19:07,-214597305
710,2024-02-19 18:19:14,-214667676
711,2024-02-19 18:19:15,-214671508
712,2024-02-19 18:20:50,-215838544
713,2024-02-19 18:21:06,-216022756
714,2024-02-19 18:21:08,-216043362
715,2024-02-19 18:21:16,-216123772
716,2024-02-19 18:21:24,-216217201
717,2024-02-19 18:21:35,-216345400
718,2024-02-19 18:21:38,-216374616
719,2024-02-19 18:22:08,-216737570
720,2024-02-19 18:22:12,-216772385
721,2024-02-19 18:22:14,-216783568
722,2024-02-19 18:24:07,-218115217
723,2024-02-19 18:24:23,-218308870
724,2024-02-19 18:24:43,-218552686
725,2024-02-19 18:24:57,-218710195
726,2024-02-19 18:25:00,-218746683
727,2024-02-19 18:25:31,-219123517
728,2024-02-19 18:26:18,-219700336
729,2024-02-19 18:26:45,-220026324
730,2024-02-19 18:29:37,-222141730
731,2024-02-19 18:29:44,-222224968
732,2024-02-19 18:30:01,-222417604
733,2024-02-19 18:30:02,-222427270
734,2024-02-19 18:30:08,-222493985
735,2024-02-19 18:31:50,-223741259
736,2024-02-19 18:32:07,-223938668
737,2024-02-19 18:32:24,-224132804
738,2024-02-19 18:32:38,-224296662
739,2024-02-19 18:34:24,-225605801
740,2024-02-19 18:37:59,-228266908
741,2024-02-19 18:38:18,-228494618
742,2024-02-19 18:38:54,-228930457
743,2024-02-19 18:39:10,-229125327
744,2024-02-19 18:39:23,-229272882
745,2024-02-19 18:40:19,-229961796
746,2024-02-19 18:40:29,-230073967
747,2024-02-19 18:40:46,-230282386
748,2024-02-19 18:41:12,-230586237
749,2024-02-19 18:41:35,-230866783
750,2024-02-19 18:43:02,-231916409
751,2024-02-19 18:43:29,-232247484
752,2024-02-19 18:44:48,-233219182
753,2024-02-19 18:45:10,-233490176
754,2024-02-19 18:45:35,-233785302
755,2024-02-19 18:46:59,-234812959
756,2024-02-19 18:47:00,-234820028
757,2024-02-19 18:47:13,-234970445
758,2024-02-19 18:47:32,-235192833
759,2024-02-19 18:47:56,-235490510
760,2024-02-19 18:52:16,-238691704
761,2024-02-19 18:52:19,-238718519
762,2024-02-19 18:52:28,-238815298
763,2024-02-19 18:52:54,-239128205
764,2024-02-19 18:54:28,-240250440
765,2024-02-19 18:55:19,-240865597
766,2024-02-19 18:55:44,-241166190
767,2024-02-19 18:56:19,-241589224
768,2024-02-19 18:56:32,-241748795
769,2024-02-19 18:58:31,-243206828
770,2024-02-19 18:59:20,-243794724
771,2024-02-19 18:59:22,-243806317
772,2024-02-19 18:59:47,-244110756
773,2024-02-19 19:00:14,-244432449
774,2024-02-19 19:00:46,-244568133
775,2024-02-19 19:01:20,-244979123
776,2024-02-19 19:01:21,-244979996
777,2024-02-19 19:01:28,-245055629
778,2024-02-19 19:02:21,-245703015
779,2024-02-19 19:04:01,-246928445
780,2024-02-19 19:04:14,-247080681
781,2024-02-19 19:04:53,-247550137
782,2024-02-19 19:05:15,-247821185
783,2024-02-19 19:06:19,-248597820
784,2024-02-19 19:08:00,-249574738
785,2024-02-19 19:08:34,-249981672
786,2024-02-19 19:09:13,-250461806
787,2024-02-19 19:09:17,-250495994
788,2024-02-19 19:09:28,-250624850
789,2024-02-19 19:09:59,-250992286
790,2024-02-19 19:10:12,-251146198
791,2024-02-19 19:10:17,-251204710
792,2024-02-19 19:11:31,-252106980
793,2024-02-19 19:12:14,-252636692
794,2024-02-19 19:13:24,-253492648
795,2024-02-19 19:14:00,-253927287
796,2024-02-19 19:14:02,-253950623
797,2024-02-19 19:14:10,-254031038
798,2024-02-19 19:15:10,-254762262
799,2024-02-19 19:15:12,-254778957
800,2024-02-19 19:15:37,-255028376
801,2024-02-19 19:15:39,-255044282
802,2024-02-19 19:15:41,-255062776
803,2024-02-19 19:16:11,-255431608
804,2024-02-19 19:18:40,-257268305
805,2024-02-19 19:19:23,-257777654
806,2024-02-19 19:20:02,-258252688
807,2024-02-19 19:20:09,-258336355
808,2024-02-19 19:20:10,-258336347
809,2024-02-19 19:20:40,-258688952
810,2024-02-19 19:20:43,-258721428
811,2024-02-19 19:21:05,-258980744
812,2024-02-19 19:23:30,-260768056
813,2024-02-19 19:23:57,-261076794
814,2024-02-19 19:24:12,-261253506
815,2024-02-19 19:24:32,-261492479
816,2024-02-19 19:25:28,-262168609
817,2024-02-19 19:25:52,-262453220
818,2024-02-19 19:26:30,-262918912
819,2024-02-19 19:26:37,-262993508
820,2024-02-19 19:27:11,-263396527
821,2024-02-19 19:27:13,-263415959
822,2024-02-19 19:28:16,-264191494
823,2024-02-19 19:28:22,-264262422
824,2024-02-19 19:28:52,-264617680
825,2024-02-19 19:29:02,-264740499
826,2024-02-19 19:29:56,-265396971
827,2024-02-19 19:30:16,-265635922
828,2024-02-19 19:30:20,-265676796
829,2024-02-19 19:30:39,-265900335
830,2024-02-19 19:32:00,-266903212
831,2024-02-19 19:32:07,-266981129
832,2024-02-19 19:33:42,-268151803
833,2024-02-19 19:34:03,-268393836
834,2024-02-19 19:34:49,-268957535
835,2024-02-19 19:35:58,-269794553
836,2024-02-19 19:37:09,-270658572
837,2024-02-19 19:37:12,-270686645
838,2024-02-19 19:37:54,-271198820
839,2024-02-19 19:38:13,-271421632
840,2024-02-19 19:39:23,-272269842
841,2024-02-19 19:41:26,-273779854
842,2024-02-19 19:42:00,-274194391
843,2024-02-19 19:42:16,-274377427
844,2024-02-19 19:42:18,-274398710
845,2024-02-19 19:43:26,-275230303
846,2024-02-19 19:44:37,-276075421
847,2024-02-19 19:45:09,-276471995
848,2024-02-19 19:45:42,-276839771
849,2024-02-19 19:46:19,-277265323
850,2024-02-19 19:46:29,-277354039
851,2024-02-19 19:47:36,-278092886
852,2024-02-19 19:47:51,-278245976
853,2024-02-19 19:48:14,-278511965
854,2024-02-19 19:50:23,-280004097
855,2024-02-19 19:55:24,-281849071
856,2024-02-19 19:55:26,-281870086
857,2024-02-19 19:56:19,-282515663
858,2024-02-19 19:56:53,-282876995
859,2024-02-19 19:57:13,-283087392
860,2024-02-19 19:57:41,-283383346
861,2024-02-19 19:57:41,-283373411
862,2024-02-19 19:59:04,-284330381
863,2024-02-19 19:59:10,-284392593
864,2024-02-19 20:01:50,-286358329
865,2024-02-19 20:03:37,-287649666
866,2024-02-19 20:03:48,-287766075
867,2024-02-19 20:04:00,-287913844
868,2024-02-19 20:04:02,-287920561
869,2024-02-19 20:04:08,-287985110
870,2024-02-19 20:04:40,-288343916
871,2024-02-19 20:05:05,-288633375
872,2024-02-19 20:05:41,-289052866
873,2024-02-19 20:10:46,-292704339
874,2024-02-19 20:13:32,-294731954
875,2024-02-19 20:13:42,-294851863
876,2024-02-19 20:13:56,-295008798
877,2024-02-19 20:14:01,-295061353
878,2024-02-19 20:15:05,-295841644
879,2024-02-19 20:15:16,-295964957
880,2024-02-19 20:15:16,-295957429
881,2024-02-19 20:15:20,-295990346
882,2024-02-19 20:18:08,-298063201
883,2024-02-19 20:19:00,-298687899
884,2024-02-19 20:19:04,-298733347
885,2024-02-19 20:19:05,-298730175
886,2024-02-19 20:19:37,-299124073
887,2024-02-19 20:20:15,-299581145
888,2024-02-19 20:21:32,-300522978
889,2024-02-19 20:22:26,-301184515
890,2024-02-19 20:24:26,-302652084
891,2024-02-19 20:25:24,-303362081
892,2024-02-19 20:27:03,-304563218
893,2024-02-19 20:28:28,-305592414
894,2024-02-19 20:28:38,-305703289
895,2024-02-19 20:29:11,-306104917
896,2024-02-19 20:32:13,-308330285
897,2024-02-19 20:32:32,-308550693
898,2024-02-19 20:33:34,-309297100
899,2024-02-19 20:33:39,-309359970
900,2024-02-19 20:33:41,-309352756
901,2024-02-19 20:34:37,-310035011
902,2024-02-19 20:35:24,-310593868
903,2024-02-19 20:35:30,-310654687
904,2024-02-19 20:35:32,-310670105
905,2024-02-19 20:36:29,-311366637
906,2024-02-19 20:37:22,-312010469
907,2024-02-19 20:37:44,-312259678
908,2024-02-19 20:37:51,-312339441
909,2024-02-19 20:37:51,-312332688
910,2024-02-19 20:38:53,-313082682
911,2024-02-19 20:40:01,-313903652
912,2024-02-19 20:40:12,-314032184
913,2024-02-19 20:40:42,-314395879
914,2024-02-19 20:46:47,-318863228
915,2024-02-19 20:46:50,-318887627
916,2024-02-19 20:47:09,-319122377
917,2024-02-19 20:47:13,-319162387
918,2024-02-19 20:47:50,-319600644
919,2024-02-19 20:47:56,-319674428
920,2024-02-19 20:48:01,-319714621
921,2024-02-19 20:48:48,-320286935
922,2024-02-19 20:49:01,-320435610
923,2024-02-19 20:49:57,-321118828
924,2024-02-19 20:50:41,-321647927
925,2024-02-19 20:50:44,-321677566
926,2024-02-19 20:52:56,-323289745
927,2024-02-19 20:53:08,-323420581
928,2024-02-19 20:55:12,-324938919
929,2024-02-19 20:55:36,-325230954
930,2024-02-19 20:56:10,-325629049
931,2024-02-19 20:56:14,-325670763
932,2024-02-19 20:56:22,-325755601
933,2024-02-19 20:56:50,-326098273
934,2024-02-19 20:57:46,-326768271
935,2024-02-19 20:57:58,-326911505
936,2024-02-19 20:58:15,-327111336
937,2024-02-19 20:58:31,-327297749
938,2024-02-19 20:58:32,-327292610
939,2024-02-19 20:59:05,-327692218
940,2024-02-19 20:59:47,-328188882
941,2024-02-19 20:59:51,-328228649
942,2024-02-19 21:01:17,-329271440
943,2024-02-19 21:02:34,-330209351
944,2024-02-19 21:06:57,-333426848
945,2024-02-19 21:07:05,-333519418
946,2024-02-19 21:08:11,-334322269
947,2024-02-19 21:08:17,-334385544
948,2024-02-19 21:08:19,-334407423
949,2024-02-19 21:08:35,-334584122
950,2024-02-19 21:10:29,-335949636
, 2024-02-20 13:01:27,
951,2024-02-20 13:02:37,-870658
952,2024-02-20 13:03:20,-1390634
953,2024-02-20 13:03:39,-1625849
954,2024-02-20 13:03:46,-1692935
955,2024-02-20 13:04:55,-2556012
956,2024-02-20 13:04:56,-2564945
957,2024-02-20 13:08:48,-5425221
958,2024-02-20 13:08:50,-5436057
959,2024-02-20 13:08:56,-5498711
960,2024-02-20 13:09:42,-6070787
961,2024-02-20 13:09:48,-6140606
962,2024-02-20 13:10:33,-6695423
963,2024-02-20 13:10:44,-6818234
964,2024-02-20 13:10:53,-6920821
965,2024-02-20 13:11:17,-7206296
966,2024-02-20 13:11:24,-7284361
967,2024-02-20 13:12:09,-7849958
968,2024-02-20 13:12:11,-7856690
969,2024-02-20 13:13:05,-8523523
970,2024-02-20 13:13:05,-8523766
971,2024-02-20 13:14:21,-9462183
972,2024-02-20 13:14:32,-9594874
973,2024-02-20 13:14:39,-9670608
974,2024-02-20 13:14:42,-9690924
975,2024-02-20 13:15:36,-10359363
976,2024-02-20 13:15:49,-10512333
977,2024-02-20 13:16:35,-11085643
978,2024-02-20 13:16:47,-11223596
979,2024-02-20 13:17:53,-12048731
980,2024-02-20 13:19:26,-13194599
981,2024-02-20 13:19:36,-13283171
982,2024-02-20 13:20:13,-13738284
983,2024-02-20 13:21:09,-14435739
984,2024-02-20 13:22:11,-15199028
985,2024-02-20 13:22:11,-15193991
986,2024-02-20 13:22:19,-15287268
987,2024-02-20 13:22:34,-15468603
988,2024-02-20 13:22:56,-15734138
989,2024-02-20 13:24:48,-17120656
990,2024-02-20 13:25:11,-17397108
991,2024-02-20 13:25:40,-17760374
992,2024-02-20 13:26:36,-18442751
993,2024-02-20 13:29:31,-20641320
994,2024-02-20 13:29:34,-20660717
995,2024-02-20 13:29:57,-20946254
996,2024-02-20 13:30:36,-21427352
997,2024-02-20 13:34:50,-24595449
998,2024-02-20 13:35:06,-24787955
999,2024-02-20 13:35:08,-24810848
1000,2024-02-20 13:35:23,-24954985
, 2024-02-20 14:03:13,
1001,2024-02-20 14:03:40,-325336
1002,2024-02-20 14:06:28,-2391175
1003,2024-02-20 14:06:47,-2613881
1004,2024-02-20 14:06:47,-2608355
1005,2024-02-20 14:06:50,-2631269
1006,2024-02-20 14:07:02,-2773879
1007,2024-02-20 14:08:19,-3740489
1008,2024-02-20 14:09:14,-4414528
1009,2024-02-20 14:09:23,-4513101
1010,2024-02-20 14:10:12,-5116609
1011,2024-02-20 14:10:21,-5224667
1012,2024-02-20 14:10:28,-5301183
1013,2024-02-20 14:16:16,-9646654
1014,2024-02-20 14:16:31,-9829892
1015,2024-02-20 14:16:47,-10010797
1016,2024-02-20 14:17:48,-10765910
1017,2024-02-20 14:18:25,-11225369
1018,2024-02-20 14:18:58,-11625185
1019,2024-02-20 14:19:59,-12379880
1020,2024-02-20 14:20:16,-12586653
1021,2024-02-20 14:20:19,-12608104
1022,2024-02-20 14:20:20,-12612217
1023,2024-02-20 14:20:59,-13086133
1024,2024-02-20 14:21:05,-13151150
1025,2024-02-20 14:21:23,-13374627
1026,2024-02-20 14:21:31,-13462085
1027,2024-02-20 14:22:05,-13863138
1028,2024-02-20 14:22:16,-13992156
1029,2024-02-20 14:22:30,-14163831
1030,2024-02-20 14:23:11,-14660406
1031,2024-02-20 14:23:15,-14705881
1032,2024-02-20 14:23:48,-15108811
1033,2024-02-20 14:24:01,-15258808
1034,2024-02-20 14:24:35,-15670507
1035,2024-02-20 14:29:17,-19193877
1036,2024-02-20 14:29:33,-19391176
1037,2024-02-20 14:29:41,-19472971
1038,2024-02-20 14:32:37,-21670190
1039,2024-02-20 14:32:40,-21693984
1040,2024-02-20 14:33:50,-22555938
1041,2024-02-20 14:34:12,-22827676
1042,2024-02-20 14:34:26,-22987921
1043,2024-02-20 14:35:21,-23678416
1044,2024-02-20 14:35:34,-23824227
1045,2024-02-20 14:37:08,-24985443
1046,2024-02-20 14:37:58,-25594175
1047,2024-02-20 14:38:40,-26114954
1048,2024-02-20 14:39:00,-26354513
1049,2024-02-20 14:39:41,-26867072
1050,2024-02-20 14:40:45,-27644128
1051,2024-02-20 14:41:06,-27892681
1052,2024-02-20 14:41:44,-28351575
1053,2024-02-20 14:44:06,-30129208
1054,2024-02-20 14:44:58,-30772199
1055,2024-02-20 14:45:04,-30843475
1056,2024-02-20 14:45:09,-30895982
1057,2024-02-20 14:45:10,-30901135
1058,2024-02-20 14:45:15,-30943888
1059,2024-02-20 14:46:19,-31746706
1060,2024-02-20 14:46:29,-31853462
1061,2024-02-20 14:48:14,-33167892
1062,2024-02-20 14:49:23,-34018027
1063,2024-02-20 14:49:23,-34013524
1064,2024-02-20 14:50:48,-35061321
1065,2024-02-20 14:51:15,-35377831
1066,2024-02-20 14:51:53,-35850208
1067,2024-02-20 14:53:07,-36741238
1068,2024-02-20 14:54:04,-37429152
1069,2024-02-20 14:55:05,-38180969
1070,2024-02-20 14:55:12,-38265284
1071,2024-02-20 14:57:01,-39618542
1072,2024-02-20 14:57:06,-39667195
1073,2024-02-20 14:58:18,-40561905
1074,2024-02-20 15:00:10,-41955276
1075,2024-02-20 15:01:24,-42875990
1076,2024-02-20 15:02:09,-43431809
1077,2024-02-20 15:02:24,-43600123
1078,2024-02-20 15:02:33,-43703314
1079,2024-02-20 15:03:07,-44123764
1080,2024-02-20 15:03:13,-44183902
1081,2024-02-20 15:04:06,-44840754
1082,2024-02-20 15:05:46,-46083390
1083,2024-02-20 15:06:40,-46746601
1084,2024-02-20 15:06:59,-46977896
1085,2024-02-20 15:07:02,-47002153
1086,2024-02-20 15:07:23,-47257731
1087,2024-02-20 15:08:01,-47721258
1088,2024-02-20 15:11:49,-50562551
1089,2024-02-20 15:13:02,-51463124
1090,2024-02-20 15:13:13,-51588974
1091,2024-02-20 15:14:08,-52258682
1092,2024-02-20 15:16:17,-53858521
1093,2024-02-20 15:18:41,-55649394
1094,2024-02-20 15:19:07,-55963826
1095,2024-02-20 15:19:09,-55976725
1096,2024-02-20 15:19:41,-56368999
1097,2024-02-20 15:20:21,-56865991
1098,2024-02-20 15:21:08,-57440358
1099,2024-02-20 15:21:20,-57586351
1100,2024-02-20 15:22:20,-58238641
1101,2024-02-20 15:22:33,-58389311
1102,2024-02-20 15:23:08,-58823169
1103,2024-02-20 15:24:03,-59497987
1104,2024-02-20 15:24:11,-59586016
1105,2024-02-20 15:25:09,-60299255
1106,2024-02-20 15:25:14,-60351474
1107,2024-02-20 15:25:21,-60438045
1108,2024-02-20 15:25:45,-60729464
1109,2024-02-20 15:26:32,-61299941
1110,2024-02-20 15:26:33,-61311657
1111,2024-02-20 15:26:55,-61572734
1112,2024-02-20 15:27:20,-61871772
1113,2024-02-20 15:28:22,-62640383
1114,2024-02-20 15:28:48,-62956897
1115,2024-02-20 15:29:33,-63507392
1116,2024-02-20 15:30:08,-63943891
1117,2024-02-20 15:30:39,-64314300
1118,2024-02-20 15:30:39,-64309099
1119,2024-02-20 15:30:56,-64496276
1120,2024-02-20 15:30:56,-64487147
1121,2024-02-20 15:32:56,-65974126
1122,2024-02-20 15:33:37,-66473845
1123,2024-02-20 15:33:38,-66469482
1124,2024-02-20 15:34:58,-67430898
1125,2024-02-20 15:40:23,-70971090
1126,2024-02-20 15:40:52,-71323844
1127,2024-02-20 15:40:56,-71365692
1128,2024-02-20 15:41:03,-71447510
1129,2024-02-20 15:41:51,-72034369
1130,2024-02-20 15:42:21,-72393586
1131,2024-02-20 15:42:57,-72835654
1132,2024-02-20 15:43:09,-72982049
1133,2024-02-20 15:43:10,-72974814
1134,2024-02-20 15:43:10,-72969247
1135,2024-02-20 15:44:17,-73803879
1136,2024-02-20 15:44:26,-73900692
1137,2024-02-20 15:44:59,-74309706
1138,2024-02-20 15:46:05,-75112245
1139,2024-02-20 15:46:36,-75484040
1140,2024-02-20 15:48:01,-76540508
1141,2024-02-20 15:49:44,-77816933
1142,2024-02-20 15:51:12,-78894786
1143,2024-02-20 15:51:20,-78985461
1144,2024-02-20 15:51:22,-78998915
1145,2024-02-20 15:52:13,-79626388
1146,2024-02-20 15:52:25,-79774424
1147,2024-02-20 15:53:36,-80653493
1148,2024-02-20 15:55:03,-81696523
1149,2024-02-20 15:55:24,-81925508
1150,2024-02-20 15:55:39,-82044935
