F' L' B2 R' U2
F R D2 F2 B2
F R D2 B2 F2
F D2 R F2 B2
F D2 R B2 F2
F D2 B2 R F2
B2 F' L' U2 L
F' B2 L' U2 L
F D2 R B2 F2 D2
F D2 R' F2 R2 B2
F D2 R' F2 B2 R2
F D2 R' B2 R2 F2
F D2 R' B2 F2 R2
U2 B L F' B U2
F D2 R2 F2 R' B2
U2 B L B F' U2
U2 B L B F' U2
B2 D2 F' L' U2 L
F' D2 F2 R D2 B2
F' D2 F2 D2 R B2
F' D2 F2 D2 B2 R
R2 B R F R F'
F2 D2 F2 R2 B R'
R2 B R2 F R F2
F D2 B' R F2 B'
F D2 B' R B' F2
F D2 B2 R F2 D
F D2 B2 R F2 D'
F D2 B2 R F2 D2
F D2 B2 R' F2 R2
R2 B U2 B L U2
F D2 B2 R2 F2 R'
R2 B F R2 F' R'
U2 B F' L B U2
R2 B F2 R2 F' R
B2 F' L' R U2 L
B2 F' L' R' U2 L
B2 F' L' R2 U2 L
B2 F' L' U2 L D
B2 F' L' U2 L D'
B2 F' L' U2 L D2
B2 F' L' U2 D L
B2 F' L' U2 D' L
B2 F' L' U2 D2 L
B2 F' L' D U2 L
B2 F' L' D' U2 L
B2 F' L' D2 U2 L
B2 F' R L' U2 L
B2 F' R' L' U2 L
B2 F' R2 L' U2 L
B2 F' D L' U2 L
B2 F' D' L' U2 L
B2 F' D2 L' U2 L
F' B2 L' R U2 L
F' B2 L' R' U2 L
F' B2 L' R2 U2 L
F' B2 L' U2 L D
F' B2 L' U2 L D'
F' B2 L' U2 L D2
F' B2 L' U2 D L
F' B2 L' U2 D' L
F' B2 L' U2 D2 L
F' B2 L' D U2 L
F' B2 L' D' U2 L
F' B2 L' D2 U2 L
F' B2 R L' U2 L
F' B2 R' L' U2 L
F' B2 R2 L' U2 L
U2 B2 U2 R2 B R'
L' B2 F' L' R' U2
L' B2 F' R' L' U2
F' B2 D L' U2 L
F' B2 D' L' U2 L
U2 B2 D2 F' U2 R
F' B2 D2 L' U2 L
L2 B2 F' L' U2 L'
B2 L R U2 L' B' R'
F L R D2 L' F2 B2
F L R D2 L' B2 F2
F L R D2 B2 L' F2
F' L R B2 L2 U2 L
F' L R' B2 L2 U2 L
F' L R2 B2 L2 U2 L
F' L U2 L' D2 F2 R
F' L U2 D2 L' R2 F2
F' L U2 D2 L' F2 R2
F' L U2 D2 R2 L' F2
F L D2 L' R F2 B2
F L D2 L' R B2 F2
F L D2 L' B2 R F2
F L D2 R L' F2 B2
F L D2 R L' B2 F2
F L D2 R B2 L' F2
F' L D2 U2 L' R2 F2
F' L D2 U2 L' F2 R2
F' L D2 U2 R2 L' F2
F L D2 B2 L' R F2
F L D2 B2 R L' F2
U L F U F2 B2 U2
U L F U B2 F2 U2
U L F U' D2 F2 B2
U L F U' D2 B2 F2
U L F D L2 R2 U'
U L F D R2 L2 U'
U L F D2 U' F2 B2
U L F D2 U' B2 F2
L2 R B' L2 F R B
U2 L F' B L B U2
F L F2 L' R B2 U2
F L F2 L' B2 R U2
B2 L F2 R F L' U2
F L F2 R L' B2 U2
F L F2 R B2 L' U2
L' R B2 R' F' L' U2
F L F2 B2 L' R U2
F L F2 B2 R L' U2
L R B2 U2 L' B' R'
U2 L B L F' B U2
U2 L B L B F' U2
R2 L B2 U2 B' L' R'
R2 L B2 U2 B' R' L'
R L B2 U2 L' B' R'
U2 L B F' L B U2
F' L B' L2 U2 F L
F' L B2 L2 R U2 L
F' L B2 L2 R' U2 L
F' L B2 L2 R2 U2 L
F' L B2 L2 U2 L D
F' L B2 L2 U2 L D'
F' L B2 L2 U2 L D2
F' L B2 L2 U2 D L
F' L B2 L2 U2 D' L
F' L B2 L2 U2 D2 L
F' L B2 L2 D U2 L
F' L B2 L2 D' U2 L
F' L B2 L2 D2 U2 L
F' L B2 R L2 U2 L
F' L B2 R' L2 U2 L
F' L B2 R2 L2 U2 L
F' L B2 U2 D2 L' R2
F' L B2 U2 D2 R2 L'
U2 L B2 U2 R2 B R'
F' L B2 D2 U2 L' R2
F' L B2 D2 U2 R2 L'
U2 L B2 D2 F' U2 R
F' L' R U2 L D2 F2
F L B2 F2 L' R U2
F' L' R U2 D2 L F2
F' L' R U2 D2 F2 L
F L B2 F2 R L' U2
F' L' R D2 U2 L F2
F' L' R D2 U2 F2 L
F L' R D2 L F2 B2
F L' R D2 L B2 F2
F L' R D2 F2 L B2
F' L' R B2 R' U2 D
F' L' R B2 R' U2 D'
F' L' R B2 R' U2 D2
F' L' R B2 R' D U2
F' L' R B2 R' D' U2
F' L' R B2 R' D2 U2
F' L' R B2 D R' U2
F' L' R B2 D' R' U2
F' L' R B2 D2 R' U2
F' L' R' U2 L D2 F2
F' L' R' U2 D2 L F2
F' L' R' U2 D2 F2 L
F' L' R' D2 U2 L F2
F' L' R' D2 U2 F2 L
F' L' R' B2 R' U2 D
F' L' R' B2 R' U2 D'
F' L' R' B2 R' U2 D2
F' L' R' B2 R' D U2
F' L' R' B2 R' D' U2
F' L' R' B2 R' D2 U2
F' L' R' B2 D R' U2
F' L' R' B2 D' R' U2
F' L' R' B2 D2 R' U2
F' L' R2 U2 L D2 F2
F' L' R2 U2 D2 L F2
F' L' R2 U2 D2 F2 L
F' L' R2 D2 U2 L F2
F' L' R2 D2 U2 F2 L
F' L' R2 B2 R' U2 D
F' L' R2 B2 R' U2 D'
F' L' R2 B2 R' U2 D2
F' L' R2 B2 R' D U2
F' L' R2 B2 R' D' U2
F' L' R2 B2 R' D2 U2
F' L' R2 B2 D R' U2
F' L' R2 B2 D' R' U2
F' L' R2 B2 D2 R' U2
F' L' U D' R2 U L
F' L' U' D L2 U' L'
F' L' U2 L U2 B2 U2
F' L' U2 L D2 F2 D
F' L' U2 L D2 F2 D'
F' L' U2 L D2 F2 D2
F' L' U2 L F D2 F2
F' L' U2 L F' D2 F2
F' L' U2 L F2 D2 F2
F' L' U2 L2 D2 L' F2
F' L' U2 D' L D' F2
F' L' U2 D2 L F2 D
F' L' U2 D2 L F2 D'
F' L' U2 D2 L F2 D2
F' L' U2 D2 L' F2 L2
F' L' U2 D2 F' L F'
F' L' U2 D2 F2 L D
F' L' U2 D2 F2 L D'
F' L' U2 D2 F2 L D2
F' L' U2 D2 F2 D L
F' L' U2 D2 F2 D' L
F' L' U2 D2 F2 D2 L
F' L' U2 F L D2 F2
F' L' U2 F D2 L F2
F' L' U2 F D2 F2 L
F' L' U2 F' L D2 F2
F' L' U2 F' D2 L F2
F' L' U2 F' D2 F2 L
F' L' U2 F2 L D2 F2
F' L' U2 F2 D2 L F2
F' L' U2 F2 D2 F2 L
F' L' D U' L2 U' L'
B2 L' D F' L' U2 L2
F' L' D' U R2 U L
F' L' D' U2 L D' F2
B2 L' D' F' L' U2 L2
F' L' D2 R U2 L F2
F' L' D2 R U2 F2 L
F' L' D2 R' U2 L F2
F' L' D2 R' U2 F2 L
F L' D2 L R F2 B2
F L' D2 L R B2 F2
F' L' D2 R2 U2 L F2
F' L' D2 R2 U2 F2 L
F L' D2 L B2 R F2
F' L' D2 U2 L F2 D
F' L' D2 U2 L F2 D'
F' L' D2 U2 L F2 D2
F' L' D2 U2 L' F2 L2
F L' D2 R L F2 B2
F L' D2 R L B2 F2
F' L' D2 U2 F' L F'
F' L' D2 U2 F2 L D
F' L' D2 U2 F2 L D'
F' L' D2 U2 F2 L D2
F' L' D2 U2 F2 D L
F' L' D2 U2 F2 D' L
F' L' D2 U2 F2 D2 L
F L' D2 R F2 L B2
B2 L' D2 F' L' U2 L2
F' L' D2 B2 R' U2 F2
R2 L' B2 R' U2 B' R'
R L' B2 R' F' L' U2
D2 L' F' L' U2 L2 F'
D2 L' F' L' U2 F' L2
B' L' F' L' U2 F L2
B2 L' F' L' R U2 L2
B2 L' F' L' R' U2 L2
B2 L' F' L' R2 U2 L2
B2 L' F' L' U2 L2 D
B2 L' F' L' U2 L2 D'
B2 L' F' L' U2 L2 D2
B2 L' F' L' D2 R2 U2
B2 L' F' R L' U2 L2
B L' F' L' B U2 L2
B2 L' F' R' L' U2 L2
B2 L' F' R2 L' U2 L2
B2 L' F' U2 L D2 R2
B2 L' F' D L' U2 L2
B2 L' F' D' L' U2 L2
F' L' F' B2 R' F U2
B2 L' F' D2 L' U2 L2
U2 L' F' B L B U2
F L' F2 L' B2 U2 L2
F' L' F2 B2 R' F2 U2
U2 L' B L F' B U2
U2 L' B L B F' U2
F L' F2 B2 L' R' U2
F L' F2 B2 R' L' U2
U2 L' B F' L B U2
F' L' B' R B' R' U2
F' L' B' R' B' R' U2
F' L' B' R2 B' R' U2
F' L' B' D B' R' U2
F' L' B' D' B' R' U2
F' L' B' D2 B' R' U2
F' L' B2 R U2 D2 L2
F' L' B2 R D2 U2 L2
F' L' B2 R2 D R U2
F' L' B2 R2 D' R U2
F' L' B2 R2 D2 R U2
F' L' B2 U' B2 U' L
F' L' B2 U2 B2 L B2
F' L' B2 D R' U2 D
F' L' B2 D R' U2 D'
F' L' B2 D R' U2 D2
F' L' B2 D R' D U2
F' L' B2 D R' D' U2
F' L' B2 D R' D2 U2
F' L' B2 D' R' U2 D
F' L' B2 D' R' U2 D'
F' L' B2 D' R' U2 D2
F' L' B2 D' R' D U2
F' L' B2 D' R' D' U2
F' L' B2 D' R' D2 U2
F L' B2 R' F2 U2 R2
F' L' B2 D2 R' U2 D
F' L' B2 D2 R' U2 D'
F' L' B2 D2 R' U2 D2
F' L' B2 D2 R' D U2
F' L' B2 D2 R' D' U2
F' L' B2 D2 R' D2 U2
U2 L' B2 U2 R2 B R'
F' L' B2 F' R' F U2
F' L' B2 F2 R' F2 U2
U2 L' B2 D2 F' U2 R
F L' B2 F2 L' R' U2
F L' B2 F2 R' L' U2
B' L2 R F L2 R B
B' L2 R F R L2 B
B' L2 R F R B L2
F' L2 R B2 U2 L2 R'
F' L2 R B2 U2 R' L2
F' L2 R' B2 U2 L2 R'
F' L2 R' B2 U2 R' L2
B' L2 R2 F L2 B R
B' L2 R2 F B L2 R
B' L2 R2 F B R L2
B' L2 R2 B F L2 R
B' L2 R2 B F R L2
F' L2 R2 B2 U2 L2 R'
F' L2 R2 B2 U2 R' L2
B2 L2 R2 B L2 F R
F' L2 U2 L2 D2 F2 R
D2 L2 U2 F2 L2 B' R'
L2 R2 B' L2 F R B2
L2 R2 B' L2 F B2 R
L2 R2 B' L2 B2 F R
R2 L2 B' L2 F R B2
R2 L2 B' L2 F B2 R
R2 L2 B' L2 B2 F R
R L2 B' L2 F R B
L' R2 B2 R' U2 B' R'
L2 R2 B2 U2 B' L2 R'
L2 R2 B2 U2 B' R' L2
R2 L2 B2 U2 B' L2 R'
R2 L2 B2 U2 B' R' L2
L R2 B2 U2 B' L' R'
L R2 B2 U2 B' R' L'
F' L2 D2 L R2 U2 F2
F' L2 D2 R2 L U2 F2
F L2 D2 R F2 L' B2
F L2 D2 R F2 B2 L'
F L2 D2 R B2 F2 L'
B2 L2 D2 F' L' R2 U2
B2 L2 D2 F' R2 L' U2
B' L2 F L2 R D2 B2
D2 L2 F R F L2 B'
B' L2 F L2 D2 R B2
B' L2 F L2 D2 B2 R
B' L2 F R L2 D2 B2
F L2 D2 B2 R F2 L'
D2 L2 F' L' U2 L' F'
B' L2 F' L' U2 L' F2
B2 L2 F' L' R U2 L'
B2 L2 F' L' R' U2 L'
B2 L2 F' L' R2 U2 L'
B2 L2 F' L' U2 L' D
B2 L2 F' L' U2 L' D'
B2 L2 F' L' U2 L' D2
B2 L2 F' L' U2 D L'
B2 L2 F' L' U2 D' L'
B2 L2 F' L' U2 D2 L'
B2 L2 F' L' D U2 L'
B2 L2 F' L' D' U2 L'
B2 L2 F' L' D2 U2 L'
B2 L2 F' R L' U2 L'
F2 L2 F' R B' L2 F
B2 L2 F' R' L' U2 L'
B L2 F' L' B U2 L'
B2 L2 F' R2 L' U2 L'
B' L2 F' U2 F2 L2 R
B' L2 F' U2 F2 R L2
B2 L2 F' D2 L' R2 U2
B2 L2 F' D2 R2 L' U2
U2 L2 F' B L B U2
F2 L2 F' B' L2 R F
F2 L2 F' B' R L2 F
B' L2 F2 L2 F' R B'
B' L2 F2 L2 F' B' R
B' L2 F2 L2 B' F' R
B L2 F' B L' U2 L'
F L2 F2 L' B2 U2 L'
F2 L2 F2 B' L2 F R
U2 L2 B L F' B U2
U2 L2 B L B F' U2
F L2 F2 B2 L' U2 L'
U2 L2 B F' L B U2
B L2 B F' L' U2 L'
F2 L2 B' L2 F' R F2
F' L2 B' U2 L2 F R
F' L2 B2 L U2 L R'
F' L2 B2 L U2 R' L
F' L2 B2 L' U2 L' R'
F' L2 B2 L' U2 R' L'
F2 L2 B' F' L2 R F
F2 L2 B' F' R L2 F
F2 L2 B' F2 L2 F R
F' L2 B2 R U2 L2 R2
F' L2 B2 R U2 R2 L2
F' L2 B2 R2 U2 L2 R
F' L2 B2 R2 U2 R L2
F' L2 B2 U2 L2 R' D
F' L2 B2 U2 L2 R' D'
F' L2 B2 U2 L2 R' D2
F' L2 B2 U2 L2 D R'
F' L2 B2 U2 L2 D' R'
F' L2 B2 U2 L2 D2 R'
F' L2 B2 U2 R' L2 D
F' L2 B2 U2 R' L2 D'
F' L2 B2 U2 R' L2 D2
F' L2 B2 D2 R2 U2 R
U2 L2 B2 U2 R2 B R'
U2 L2 B2 D2 F' U2 R
B2 R L U2 L' B' R'
F L2 B2 F2 L' U2 L'
F' R L B2 L2 U2 L
F R L D2 L' F2 B2
F R L D2 L' B2 F2
F R L D2 B2 L' F2
F' R L' U2 L D2 F2
F' R L' U2 D2 L F2
F' R L' U2 D2 F2 L
F' R L' D2 U2 L F2
F' R L' D2 U2 F2 L
F' R L' B2 R' U2 D
F' R L' B2 R' U2 D'
F' R L' B2 R' U2 D2
F' R L' B2 R' D U2
F' R L' B2 R' D' U2
F' R L' B2 R' D2 U2
F' R L' B2 D R' U2
F' R L' B2 D' R' U2
F' R L' B2 D2 R' U2
F R L' D2 L F2 B2
F R L' D2 L B2 F2
F R L' D2 F2 L B2
B' R L2 F L2 R B
B' R L2 F R L2 B
B' R L2 F R B L2
F' R L2 B2 U2 L2 R'
F' R L2 B2 U2 R' L2
F R U D L2 R2 U'
F R U D R2 L2 U'
D' R U' R B L U
F R U' D' L2 R2 U
F R U' D' R2 L2 U
F' R U2 L' B2 U2 B2
F2 R U2 F L' B2 U2
F2 R U2 F B2 L' U2
F' R U2 B2 L' U2 B2
F2 R U2 B2 F L' U2
F R U2 F2 U2 D2 F2
F R U2 F2 D2 U2 F2
F R U2 F2 B2 U2 D
F R U2 F2 B2 U2 D'
F R U2 F2 B2 U2 D2
F R U2 F2 B2 D U2
F R U2 F2 B2 D' U2
F R U2 F2 B2 D2 U2
F R U2 B2 U2 D2 B2
F R U2 B2 D2 U2 B2
F R U2 B2 F2 U2 D
F R U2 B2 F2 U2 D'
F R U2 B2 F2 U2 D2
F R U2 B2 F2 D U2
F R U2 B2 F2 D' U2
F R U2 B2 F2 D2 U2
D R D F R F B
D R D F R B F
F R D U L2 R2 U'
F R D U R2 L2 U'
F R D F D F2 B2
F R D F D B2 F2
F R D F' D F2 B2
F R D F' D B2 F2
F R D F2 D F2 B2
F R D F2 D B2 F2
F R D B D F2 B2
F R D B D B2 F2
F R D B' D F2 B2
F R D B' D B2 F2
F R D B2 D F2 B2
F R D B2 D B2 F2
F' R D2 L' U2 L F2
F' R D2 L' U2 F2 L
F R D' U' L2 R2 U
F R D' U' R2 L2 U
F R D' F D' F2 B2
F R D' F D' B2 F2
F R D' F' D' F2 B2
F R D' F' D' B2 F2
F R D' F2 D' F2 B2
F R D' F2 D' B2 F2
F R D' B D' F2 B2
F R D' B D' B2 F2
F R D' B' D' F2 B2
F R D' B' D' B2 F2
F R D' B2 D' F2 B2
F R D' B2 D' B2 F2
F R D2 L B2 L' F2
F' R D2 F2 R D2 B2
F R D2 L' F2 L B2
F' R D2 F2 D2 R B2
F' R D2 F2 D2 B2 R
F R D2 L2 F2 L2 B2
F R D2 L2 F2 B2 L2
F R D2 L2 B2 L2 F2
F R D2 L2 B2 F2 L2
F R D2 R F2 R' B2
F R D2 R' B2 R F2
F2 R D2 F2 R2 B R'
F R D2 R2 F2 R2 B2
F R D2 R2 F2 B2 R2
F R D2 R2 B2 R2 F2
F R D2 R2 B2 F2 R2
D2 R F R D F B
D2 R F R D B F
D2 R F R D' F B
D2 R F R D' B F
D2 R F R D2 F B
D2 R F R D2 B F
D2 R F R F D B
D2 R F R F D' B
D2 R F R F D2 B
D2 R F R F B D
D2 R F R F B D'
D2 R F R F B D2
D2 R F R B D F
D2 R F R B D' F
D2 R F R B D2 F
D2 R F R B F D
D2 R F R B F D'
D2 R F R B F D2
B' R F R B D2 F2
D2 R F R2 F R' B
F R D2 F B2 D F
F R D2 F B2 D' F
F R D2 F B2 D2 F
F R D2 F' B2 D F'
F R D2 F' B2 D' F'
F R D2 F' B2 D2 F'
F R D2 F2 L B2 L'
F2 R F L' B2 R' U2
F R D2 F2 L2 B2 L2
F R D2 F2 R' B2 R
F R D2 F2 R2 B2 R2
F R D2 F2 B D B
F R D2 F2 B D' B
F R D2 F2 B D2 B
F R D2 F2 B' D B'
F R D2 F2 B' D' B'
F R D2 F2 B' D2 B'
D2 R F D R F B
D2 R F D R B F
F R D2 B F2 D B
F R D2 B F2 D' B
F R D2 B F2 D2 B
D' R F D R F' B
D' R F D R B F'
D2 R F D' R F B
D2 R F D' R B F
F R D2 B' F2 D B'
F R D2 B' F2 D' B'
F R D2 B' F2 D2 B'
F R D2 B2 L' F2 L
F R D2 B2 L2 F2 L2
D R F R D F2 B
D R F R D B F2
F R D2 B2 R F2 R'
F R D2 B2 R2 F2 R2
D R F R B D F2
F R D2 B2 F D F
F R D2 B2 F D' F
F R D2 B2 F D2 F
D2 R F D2 R F B
D2 R F D2 R B F
F R D2 B2 F' D F'
F R D2 B2 F' D' F'
F R D2 B2 F' D2 F'
B R F R D F' B
B R F R D B F'
B R F R D' F' B
B R F R D' B F'
D2 R F B R F B
D2 R F B R B F
B R F R D2 F' B
B R F R D2 B F'
B R F R F' D B
B R F R F' D' B
B R F R F' D2 B
B R F R F' B D
B R F R F' B D'
B R F R F' B D2
B R F R B D F'
B R F R B D' F'
B R F R B D2 F'
B R F R B F' D
B R F R B F' D'
B R F R B F' D2
D2 R F B' R F B
D2 R F B' R B F
D2 R F B2 R F B
D2 R F B2 R B F
F R F L2 B' L2 F
D R F D R F2 B
D R F D R B F2
F2 R F B2 L' U2 L
F R F U2 F B2 U2
F R F U2 B2 F U2
B R F B R F' B
B R F B R B F'
B R F B' R F' B
B R F B' R B F'
B R F B2 R F' B
B R F B2 R B F'
F2 R F' R D2 F2 B2
F2 R F' R D2 B2 F2
F2 R F' D2 R F2 B2
F2 R F' D2 R B2 F2
D R F' D F2 R B
F R F' R2 B R2 F'
F2 R F' D2 B2 R F2
D2 R F2 R D2 B R'
F' R F2 R D2 F2 B2
F' R F2 R D2 B2 F2
F R F' U2 F' B2 U2
F R F' U2 B2 F' U2
D2 R F2 D2 R B R'
B R F2 R F' B R
B R F2 R B F' R
F' R F2 D2 R F2 B2
F' R F2 D2 R B2 F2
F' R F2 D2 B2 R F2
F R F2 U2 B2 U2 B2
F R F2 D2 F2 D2 B2
D2 R B F R F B
D2 R B F R B F
F R B R2 F' R2 B
F R B U2 F2 B U2
F R B U2 B F2 U2
B R B F R F' B
B R B F R B F'
D2 R B' F R F B
D2 R B' F R B F
F R B' L2 F L2 B'
F' R B2 L' R U2 L
F' R B2 L' R' U2 L
F' R B2 L' R2 U2 L
F' R B2 L' U2 L D
F' R B2 L' U2 L D'
F' R B2 L' U2 L D2
F' R B2 L' U2 D L
F' R B2 L' U2 D' L
F' R B2 L' U2 D2 L
F' R B2 L' D U2 L
F' R B2 L' D' U2 L
F' R B2 L' D2 U2 L
F' R B2 R L' U2 L
F' R B2 R' L' U2 L
B R B' F R F' B
B R B' F R B F'
F R B' U2 F2 B' U2
F R B' U2 B' F2 U2
F' R B2 R2 L' U2 L
F' R B2 D L' U2 L
D2 R B2 F R F B
D2 R B2 F R B F
F' R B2 D' L' U2 L
F' R B2 D2 L' U2 L
F2 R B2 F L' U2 L
B R B2 F R F' B
B R B2 F R B F'
F R B2 U2 F2 U2 F2
F R B2 D2 B2 D2 F2
F' R' L B2 L2 U2 L
F' R' L' U2 L D2 F2
F' R' L' U2 D2 L F2
F' R' L' U2 D2 F2 L
F' R' L' D2 U2 L F2
F' R' L' D2 U2 F2 L
F' R' L' B2 R' U2 D
F' R' L' B2 R' U2 D'
F' R' L' B2 R' U2 D2
F' R' L' B2 R' D U2
F' R' L' B2 R' D' U2
F' R' L' B2 R' D2 U2
F' R' L' B2 D R' U2
F' R' L' B2 D' R' U2
F' R' L' B2 D2 R' U2
F' R' L2 B2 U2 L2 R'
F' R' L2 B2 U2 R' L2
F' R' U2 L' B2 U2 B2
F2 R' U2 F L' B2 U2
B' R' U2 B' U2 R' B
F2 R' U2 F B2 L' U2
F' R' U2 B2 L' U2 B2
F2 R' U2 B2 F L' U2
F R' U2 F2 B2 U2 R2
F R' U2 B2 F2 U2 R2
F' R' D2 L' U2 L F2
F' R' D2 L' U2 F2 L
F' R' D2 F2 R D2 B2
F' R' D2 F2 D2 R B2
F' R' D2 F2 D2 B2 R
F2 R' D2 F2 R2 B R'
D2 R' F R F D2 B2
D2 R' F R' F B R2
D2 R' F R' B R2 F
D2 R' F R' B F R2
F2 R' F L' B2 R' U2
F R' D2 F2 B2 D2 R2
F R' D2 B2 F2 D2 R2
B R' F R' F' B R2
B R' F R' B F' R2
F2 R' F B2 L' U2 L
R U2 L' B2 U2 B R'
F2 R' F' R D2 F2 B2
F2 R' F' R D2 B2 F2
F2 R' F' D2 R F2 B2
F2 R' F' D2 R B2 F2
F2 R' F' D2 B2 R F2
D2 R' F2 R' D2 B R'
F' R' F2 R D2 F2 B2
F' R' F2 R D2 B2 F2
F R' F' R2 D2 F2 B
F R' F' R2 D2 B F2
F R' F' B R2 F' B
F R' F' B R2 B F'
F' R' F2 D2 R F2 B2
F' R' F2 D2 R B2 F2
F' R' F2 D2 B2 R F2
B R' F2 R' F' B R
B R' F2 R' B F' R
F R' B R2 D2 F' B2
F R' B R2 D2 B2 F'
F R' B F' R2 F' B
F R' B F' R2 B F'
F' R' B2 L' R U2 L
F' R' B2 L' R' U2 L
F' R' B2 L' R2 U2 L
F' R' B2 L' U2 L D
F' R' B2 L' U2 L D'
F' R' B2 L' U2 L D2
F' R' B2 L' U2 D L
F' R' B2 L' U2 D' L
F' R' B2 L' U2 D2 L
F' R' B2 L' D U2 L
F' R' B2 L' D' U2 L
F' R' B2 L' D2 U2 L
F' R' B2 R L' U2 L
F' R' B2 R' L' U2 L
F' R' B2 R2 L' U2 L
F' R' B2 D L' U2 L
F' R' B2 D' L' U2 L
F' R' B2 D2 L' U2 L
F2 R' B2 F L' U2 L
F' R2 L B2 L2 U2 L
F' R2 L' U2 L D2 F2
F' R2 L' U2 D2 L F2
F' R2 L' U2 D2 F2 L
F' R2 L' D2 U2 L F2
F' R2 L' D2 U2 F2 L
F' R2 L' B2 R' U2 D
F' R2 L' B2 R' U2 D'
F' R2 L' B2 R' U2 D2
F' R2 L' B2 R' D U2
F' R2 L' B2 R' D' U2
F' R2 L' B2 R' D2 U2
F' R2 L' B2 D R' U2
F' R2 L' B2 D' R' U2
F' R2 L' B2 D2 R' U2
B' R2 L2 F L2 B R
B' R2 L2 F B L2 R
B' R2 L2 F B R L2
B' R2 L2 B F L2 R
B' R2 L2 B F R L2
F' R2 L2 B2 U2 L2 R'
F' R2 L2 B2 U2 R' L2
B2 R2 L2 B L2 F R
F' R2 U2 L' B2 U2 B2
R2 U2 B L B U2 B'
R U2 B L F B U2
R U2 B L B F U2
F2 R2 U2 F L' B2 U2
B' R2 U2 B' U2 R' B2
F2 R2 U2 F B2 L' U2
F' R2 U2 B2 L' U2 B2
F2 R2 U2 B2 F L' U2
F R2 U2 F2 B2 L U2
R' U2 B2 U2 R' B R'
R' U2 B2 U2 B R' B
F R2 U2 B2 L F2 U2
F R2 U2 B2 F2 L U2
D R2 D F B R F
B R2 D F B R F2
D R2 D F2 D2 B R'
D R2 D B F R F
B R2 D B F R F2
R2 U2 B2 U2 B R' B2
F' R2 D2 L' U2 L F2
F' R2 D2 L' U2 F2 L
R U2 B2 U2 R B R'
B R2 D' F B R F2
B R2 D' B F R F2
F' R2 D2 F2 R D2 B2
F' R2 D2 F2 D2 R B2
F' R2 D2 F2 D2 B2 R
F2 R2 D2 F2 R2 B R'
U2 R2 D2 B L2 F2 R
F R2 D2 R F2 R2 B2
F R2 D2 R F2 B2 R2
